name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
istanbul,2025-04-25,14.4,9.7,12,14.4,7.7,11.6,8.8,81,0,0,0,rain,0,0,22,14.8,260.8,1009.2,59.3,12.8,115.6,9.8,5,10,2025-04-25T06:10:03,2025-04-25T19:54:44,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,LTFJ"
istanbul,2025-04-26,18.6,11,14.5,18.6,11,14.5,10.9,80,0.1,22.6,4.17,rain,0,0,24.1,14,208.6,1010.5,29.6,24,302,25.9,9,10,2025-04-26T06:08:39,2025-04-26T19:55:48,0.95,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,
istanbul,2025-04-27,14,10.2,12.5,14,10.2,12.5,9,79.9,2.5,0,16.67,rain,0,0,55.4,32.4,31.4,1018.4,61.2,24.1,191,16.4,7,10,2025-04-27T06:07:17,2025-04-27T19:56:52,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
istanbul,2025-04-28,14.4,9.6,11.6,14.4,7,10.6,4.5,62.8,0,0,0,,0,0,62.6,36.4,45.4,1025.1,23.8,24.1,318.3,27.4,9,10,2025-04-28T06:05:56,2025-04-28T19:57:55,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
istanbul,2025-04-29,13.1,9,10.8,13.1,6,9.7,4.9,67.4,0,0,0,,0,0,51.8,30.6,42.3,1022.7,78.4,24.1,257.5,22.3,9,10,2025-04-29T06:04:35,2025-04-29T19:58:59,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
istanbul,2025-04-30,16.6,9.3,12.4,16.6,7.1,11.6,5,62.2,0,3.2,0,,0,0,50.8,29.5,49.5,1020.6,26,24.1,324.3,28.1,9,10,2025-04-30T06:03:16,2025-04-30T20:00:02,0.09,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,
istanbul,2025-05-01,16.2,10.8,13.1,16.2,10.8,13.1,7.4,68.5,0,19.4,0,,0,,59.8,40,50.3,1017.7,71.8,24.1,264.6,23,9,10,2025-05-01T06:01:58,2025-05-01T20:01:05,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
istanbul,2025-05-02,13,11.7,12.2,13,11.7,12.2,10.1,87.1,10.4,19.4,29.17,rain,0,,43.6,26.6,39.5,1010.8,94.9,22,47,4.2,2,10,2025-05-02T06:00:41,2025-05-02T20:02:08,0.15,Overcast,Cloudy skies throughout the day.,cloudy,
istanbul,2025-05-03,15.1,11.3,12.6,15.1,11.3,12.6,10.3,85.9,1.3,9.7,12.5,rain,0,,27,17.6,238.5,1009.6,95.4,23,134.1,11.4,6,10,2025-05-03T05:59:26,2025-05-03T20:03:11,0.19,Overcast,Cloudy skies throughout the day.,cloudy,
istanbul,2025-05-04,14.6,11.8,13.1,14.6,11.8,13.1,10.4,84,0.2,19.4,8.33,rain,0,,27.4,20.2,228.2,1012.8,57.9,24.1,129.1,11.8,5,10,2025-05-04T05:58:12,2025-05-04T20:04:14,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
istanbul,2025-05-05,20.4,13.2,16.3,20.4,13.2,16.3,10.3,68.7,1.4,25.8,8.33,rain,0,,17.6,10.4,175.4,1011,78.8,21.8,282,24.6,9,10,2025-05-05T05:56:59,2025-05-05T20:05:17,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
istanbul,2025-05-06,19.8,13.9,17,19.8,13.9,17,11.1,69.7,0.2,9.7,4.17,rain,0,,14,11.5,209,1012.8,32.2,24.1,305.3,26.1,9,10,2025-05-06T05:55:47,2025-05-06T20:06:19,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
istanbul,2025-05-07,22.1,15.7,18.9,22.1,15.7,18.9,10.9,60.4,0,6.5,0,,0,,17,10.3,124.9,1013.7,87,24.1,230.4,19.8,7,10,2025-05-07T05:54:37,2025-05-07T20:07:21,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
istanbul,2025-05-08,18.5,14.5,16.9,18.5,14.5,16.9,12.2,74.2,0.9,12.9,12.5,rain,0,,34.9,21.2,39.6,1017.2,69,24.1,152,12.9,6,10,2025-05-08T05:53:28,2025-05-08T20:08:23,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
istanbul,2025-05-09,17.9,13.3,15.1,17.9,13.3,15.1,11.6,80.1,0,12.9,0,,0,,48.2,25.2,51.8,1018.8,91.1,24.1,127.9,11,4,10,2025-05-09T05:52:21,2025-05-09T20:09:24,0.39,Overcast,Cloudy skies throughout the day.,cloudy,
istanbul,2025-05-10,19.8,12.4,16,0,0,7.6,10,69.7,1.3,0,0,,,1,23.8,19.8,141.4,1014.2,36.7,11.2,,,,,2025-05-10T05:51:15,2025-05-10T20:10:25,0.42,Partially cloudy,,partly-cloudy-day,
istanbul,2025-05-11,20.3,12.9,16.5,0,0,7.5,10.1,68.8,1.2,0,0,,,0,24.1,20.2,154.7,1014.9,29.7,11.5,,,,,2025-05-11T05:50:10,2025-05-11T20:11:26,0.46,Partially cloudy,,partly-cloudy-day,
istanbul,2025-05-12,21.4,13.2,17.3,0,0,26.7,10.5,66.7,0.9,0,0,,,1,29.5,20.5,140,1014,27.6,11.7,,,,,2025-05-12T05:49:07,2025-05-12T20:12:26,0.5,Partially cloudy,,partly-cloudy-day,
istanbul,2025-05-13,21.8,14,17.6,0,0,28.5,11.4,69.1,0.2,0,0,,,0,25.9,21.6,148.1,1012.5,35,11.9,,,,,2025-05-13T05:48:06,2025-05-13T20:13:26,0.52,Partially cloudy,,partly-cloudy-day,
istanbul,2025-05-14,21.9,13.8,17.8,0,0,27.4,11.2,67.5,0.5,0,0,,,0,28.4,21.6,146.6,1012,31.7,12.1,,,,,2025-05-14T05:47:06,2025-05-14T20:14:26,0.56,Partially cloudy,,partly-cloudy-day,
istanbul,2025-05-15,22.8,14.2,18.3,0,0,27.8,11.3,65.9,1.8,0,0,,,0,33.1,19.8,163.7,1012.3,24.8,11.8,,,,,2025-05-15T05:46:08,2025-05-15T20:15:24,0.59,Partially cloudy,,partly-cloudy-day,
istanbul,2025-05-16,23.2,14.5,19,0,0,27.8,10.8,61.6,0.6,0,0,,,0,23.8,19.4,149.9,1013.4,20.7,12,,,,,2025-05-16T05:45:11,2025-05-16T20:16:23,0.63,Partially cloudy,,partly-cloudy-day,
istanbul,2025-05-17,23.2,14.7,18.8,0,0,28.2,10.9,62.9,0.2,0,0,,,0,31.3,22.7,130.3,1013.5,23.5,11.6,,,,,2025-05-17T05:44:16,2025-05-17T20:17:21,0.66,Partially cloudy,,partly-cloudy-day,
istanbul,2025-05-18,22.3,14.9,18.3,0,0,22.3,11.8,67.9,0.8,0,0,,,0,32.8,20.9,129.6,1013.8,33.3,12.3,,,,,2025-05-18T05:43:23,2025-05-18T20:18:18,0.7,Partially cloudy,,partly-cloudy-day,
istanbul,2025-05-19,22.5,14.7,18.6,0,0,26.9,11.7,66.8,0,0,0,,,0,32.4,21.2,140.6,1014.4,37.1,12.1,,,,,2025-05-19T05:42:31,2025-05-19T20:19:15,0.73,Partially cloudy,,partly-cloudy-day,
istanbul,2025-05-20,23,15.2,19,0,0,27.3,11.7,65.4,0.9,0,0,,,0.2,28.1,21.6,144.4,1014.3,37.1,12,,,,,2025-05-20T05:41:41,2025-05-20T20:20:11,0.75,Partially cloudy,,partly-cloudy-day,
istanbul,2025-05-21,23.5,15.3,19.2,0,0,27.7,12.4,67.3,1.2,0,0,,,0,26.3,21.2,144.9,1014.3,33.7,11.8,,,,,2025-05-21T05:40:53,2025-05-21T20:21:06,0.8,Partially cloudy,,partly-cloudy-day,
istanbul,2025-05-22,23.1,15.7,19.4,0,0,27.4,13.2,69.5,1.3,0,0,,,0,27.7,19.4,139.9,1013.1,38.1,12.1,,,,,2025-05-22T05:40:07,2025-05-22T20:22:00,0.84,Partially cloudy,,partly-cloudy-day,
istanbul,2025-05-23,23.4,16.2,19.6,0,0,29.2,13.6,70.2,0.4,0,0,,,0,26.3,22,154.1,1013.1,34.5,12,,,,,2025-05-23T05:39:22,2025-05-23T20:22:54,0.87,Partially cloudy,,partly-cloudy-day,
istanbul,2025-05-24,22.4,15.5,19,0,0,27.3,13.3,71.4,1.8,0,0,,,1.8,32,23.4,149.4,1012.9,39.1,11.5,,,,,2025-05-24T05:38:40,2025-05-24T20:23:47,0.9,Partially cloudy,,partly-cloudy-day,
istanbul,2025-05-25,23.2,15.6,19.2,0,0,26.7,13.2,70.3,2.1,0,0,,,0.2,27.7,20.9,171.7,1012.3,38.2,11.9,,,,,2025-05-25T05:37:59,2025-05-25T20:24:39,0.94,Partially cloudy,,partly-cloudy-day,
